,Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
501,ASUS Maximus X HERO + ASUS ROG Magnetic Addressable-RGB-LED-Strip,$10.84 USD,King Kits,MBBU-330,0,824142142967.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
502,Asus P10S WS,$203.1 USD,Asus,P10S WS,889349268346,889349268346.0,1151,C236,False,ATX,DDR4,64 GB,4,8,,1.0,1.0,1.0,False,False,https://www.amazon.ca/ASUS-P10S-WS-DDR4-Motherboard/dp/B01CA7YX0I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CA7YX0I
504,Asus P10S-M WS,$199.74 USD,Asus,P10S-M WS,889349268742,889349268742.0,1151,C236,False,ATX,DDR4,64 GB,4,8,,1.0,1.0,1.0,False,False,https://www.amazon.ca/Optimized-Workstation-Motherboards-P10S-M-WS/dp/B01EFR517K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01EFR517K
510,Asus PRIME A320M-A,$73.28 USD,Asus,PRIME A320M-A,889349672068,889349765371.0,AM4,A320,False,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/Ryzen-DVI-D-Micro-ATX-Motherboard-A320M-/dp/B073WCCWSX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073WCCWSX
512,ASUS PRIME A320M-K,$49.96 USD,ASUS,90MB0TV0-M0EAY0,4712900672060,889349672068.0,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B06ZY2F35X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
515,ASUS PRIME B250-PLUS,$118.76 USD,ASUS,90MB0SJ0-M0EAY0,4712900598070,889349598078.0,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/ASUS-PRIME-B250-PLUS-LGA1151-Motherboard/dp/B01MTYDZVY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTYDZVY
521,Asus PRIME B350-PLUS,$105.44 USD,Asus,PRIME B350-PLUS,889349657270,889349657270.0,AM4,B350,True,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/ASUS-Prime-B350-Plus-Ryzen-Motherboard/dp/B06X416NJ1?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06X416NJ1
522,ASUS PRIME B350M-A,$89.87 USD,ASUS,90MB0TE0-M0EAY0,4712900673586,889349673584.0,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Prime-B350M-CSM-Ryzen-Motherboard/dp/B06WRWZNJC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WRWZNJC
524,Asus PRIME B350M-E,$79.71 USD,Asus,PRIME B350M-E,889349672082,889349672082.0,AM4,B350,True,ATX,DDR4,32 GB,2,4,1,1.0,,1.0,False,False,https://www.amazon.ca/ASUS-Prime-B350M-Ryzen-Motherboard/dp/B074QD4L59?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074QD4L59
527,Asus PRIME B360-PLUS,$101.55 USD,Asus,PRIME B360-PLUS,889349909904,889349909904.0,1151,B360,False,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/Prime-B360-Plus-LGA1151-Motherboard-B360-PLUS/dp/B07BP7N7XR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BP7N7XR
529,Asus PRIME B360M-A,$72.91 USD,Asus,PRIME B360M-A,889349984369,889349984369.0,1151,B360,False,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/dp/B07BP6RGG6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
533,Asus PRIME B450-PLUS,$170.39 USD,Asus,PRIME B450-PLUS,192876075678,192876075678.0,AM4,B450,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/dp/B07FKT5CTH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
559,Asus PRIME H310M-A,$70.43 USD,Asus,PRIME H310M-A,889349906569,889349906606.0,1151,H310,False,ATX,DDR4,32 GB,2,4,1,1.0,,1.0,False,False,https://www.amazon.ca/ASUS-Prime-H310M-K-LGA1151-Motherboard/dp/B07BVZL7LW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVZL7LW
562,Asus PRIME H310M-E,$74.86 USD,Asus,PRIME H310M-E,889349906545,889349906545.0,1151,H310,False,ATX,DDR4,32 GB,2,4,1,,,1.0,False,False,https://www.amazon.ca/ASUS-Prime-H310M-LGA1151-Motherboard/dp/B07BP9B1NZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BP9B1NZ
563,ASUS PRIME H310M-E R2.0,$42.7 USD,ASUS,90MB0Z20-M0EAY0,4718017030601,192876030608.0,1151,H310,False,Micro-ATX,DDR4, GB,2,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07GNQK5NP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
566,ASUS PRIME H370-A,$108.8 USD,ASUS,90MB0XN0-M0EAY0,4712900960129,,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Prime-H370-CSM-LGA1151-Motherboard/dp/B07BVQ9LYT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVQ9LYT
567,Asus PRIME H370-A,$123.31 USD,Asus,PRIME H370-A,889349973998,889349973998.0,1151,H370,False,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/TUF-H370-Pro-Gaming-Motherboard-WI-FI/dp/B07BP9QHF1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BP9QHF1
569,Asus PRIME H370-PLUS,$120.25 USD,Asus,PRIME H370-PLUS,889349905715,889349905715.0,1151,H370,False,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/Prime-H370-Plus-LGA1151-Intel-Motherboard/dp/B07BTXJDTK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BTXJDTK
571,Asus PRIME H370M-PLUS,$101.55 USD,Asus,PRIME H370M-PLUS,889349972823,889349972823.0,1151,H370,False,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/dp/B07BP6W357?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
596,Asus PRIME X299-A,$306.83 USD,Asus,PRIME X299-A,889349769430,889349769430.0,2066,X299,True,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/dp/B072JKC2ZW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
599,Asus PRIME X299-DELUXE,$443.29 USD,Asus,PRIME X299-DELUXE,889349763889,889349763889.0,2066,X299,True,ATX,DDR4,128 GB,8,7,,,,,False,False,https://www.amazon.ca/Prime-X299-DELUXE-Thunderbolt-Motherboard-Processors/dp/B072JKC22H?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072JKC22H
602,Asus PRIME X370-A,$119.73 USD,Asus,PRIME X370-A,889349738221,889349738221.0,AM4,X370,True,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/dp/B0716ZHGKF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
605,Asus PRIME X399-A,$287.73 USD,Asus,PRIME X399-A,889349828083,889349828083.0,TR4,X399,True,E-ATX,DDR4,128 GB,8,6,,,,,False,False,https://www.amazon.ca/Prime-X399-Threadripper-Motherboard-Lighting/dp/B074HC93RX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074HC93RX
606,Asus PRIME X470-PRO,$153.55 USD,Asus,PRIME X470-PRO,889349935101,889349935101.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B07C57Q1XH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
608,"ASUS Prime X570-P, AMD X570",$175.53 USD,ASUS,90MB11N0-M0EAY0,4718017263818,192876263815.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07SW925DR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
619,Asus PRIME Z370-A,$184.75 USD,Asus,PRIME Z370-A,889349843376,889349843376.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1.0,1.0,1.0,False,False,https://www.amazon.ca/Prime-LGA1151-Motherboard-Generation-Processors/dp/B075RJHN2D?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJHN2D
622,Asus PRIME Z370-P,$117.94 USD,Asus,PRIME Z370-P,889349853559,889349853559.0,1151,Z370,True,ATX,DDR4,64 GB,4,4,,1.0,,1.0,False,False,https://www.amazon.ca/Prime-Z370-P-Motherboard-Generation-Processors/dp/B075RJHLBK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJHLBK
625,ASUS PRIME Z390-P,$132.74 USD,ASUS,90MB0XX0-M0EAY0,4718017128490,,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07HCT5GBD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
631,ASUS PRIME Z690-A,$225.35 USD,ASUS,90MB18L0-M0EAY0,4711081447320,195553447324.0,1700,Z690,True,ATX,DDR5,128 GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B09J1SD9J2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
634,ASUS Prime Z790-P WiFi,$210.35 USD,ASUS,90MB1CJ0-M0EAY0,4711081937227,,1700,Z790,False,ATX,DDR5,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B0BG6LGNDB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
642,ASUS ProART Z490-CREATOR 10G,$335.81 USD,ASUS,90MB14E0-M0EAY0,4718017606554,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B087YVMZ5K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
649,Asus Q87T/CSM,$65.82 USD,Asus,Q87T/CSM,886227595013,886227595013.0,1150,Q87,False,Mini-ITX,DDR3,16 GB,2,4,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B00FYMXEI4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
652,Asus ROG CROSSHAIR VI EXTREME,$250.25 USD,Asus,ROG CROSSHAIR VI EXTREME,889349735602,889349735602.0,AM4,X370,True,E-ATX,DDR4,64 GB,4,8,,,,,False,False,https://www.amazon.ca/ROG-Crosshair-VI-Motherboard-802-11AC/dp/B0748HV4B4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0748HV4B4
655,Asus ROG CROSSHAIR VI HERO,$190.14 USD,Asus,ROG CROSSHAIR VI HERO,889349660249,889349660249.0,AM4,X370,True,ATX,DDR4,64 GB,4,8,,,,,False,False,https://www.amazon.ca/dp/B06W2L6GBX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
657,Asus ROG CROSSHAIR VI HERO (WI-FI AC),$236.42 USD,Asus,ROG CROSSHAIR VI HERO (WI-FI AC),889349767931,889349767931.0,AM4,X370,True,ATX,DDR4,64 GB,4,8,,,,,False,False,https://www.amazon.ca/dp/B072LX7WLN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
658,Asus ROG CROSSHAIR VII HERO,$197.16 USD,Asus,ROG CROSSHAIR VII HERO,889349976289,889349935286.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,,,,,False,False,https://www.amazon.ca/dp/B07CCHP1LD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
663,"ASUS ROG Crosshair VIII Formula, AMD X570",$536.04 USD,ASUS,90MB10Z0-M0EAY0,4718017386647,192876386644.0,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07SYGHTCL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
665,"ASUS ROG Crosshair VIII Hero, AMD X570",$362.68 USD,ASUS,90MB1100-M0EAY0,4718017393751,192876393758.0,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07SYW3RT2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
668,ASUS ROG Crosshair X670E Gene,$587.55 USD,ASUS,90MB1B80-M0EAY0,4711081894537,195553894531.0,AM5,X670E,False,Micro-ATX,DDR5,64 GB,2,4,0,0.0,1.0,0.0,True,False,https://www.amazon.ca/dp/B0BDTJHHZS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
669,ASUS ROG Crosshair X670E Hero,$645.58 USD,ASUS,90MB1BC0-M0EAY0,4711081862420,195553862424.0,AM5,X670E,False,ATX,DDR5,128 GB,4,6,0,0.0,1.0,0.0,True,False,https://www.amazon.ca/dp/B0BDTN8SNJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
673,Asus ROG MAXIMUS IX EXTREME,$465.68 USD,Asus,ROG MAXIMUS IX EXTREME,889349663714,889349663714.0,1151,Z270,True,E-ATX,DDR4,64 GB,4,8,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B06XF6QP5C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
675,Asus ROG MAXIMUS IX HERO,$240.29 USD,Asus,ROG MAXIMUS IX HERO,889349580653,889349580653.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/ROG-Maximus-IX-LGA1151-Motherboard/dp/B01NBHXSP6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NBHXSP6
677,Asus ROG MAXIMUS X APEX,$261.79 USD,Asus,ROG MAXIMUS X APEX,889349650684,889349650684.0,1151,Z370,True,E-ATX,DDR4,32 GB,2,4,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B01N247D6O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
679,Asus ROG MAXIMUS X CODE,$254.69 USD,Asus,ROG MAXIMUS X CODE,889349906330,889349906330.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/ROG-Maximus-LGA1151-Motherboard-802-11AC/dp/B077DS18BZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077DS18BZ
680,Asus ROG MAXIMUS X FORMULA,$347.22 USD,Asus,ROG MAXIMUS X FORMULA,889349902455,889349902455.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/ROG-Maximus-Formula-LGA1151-Motherboard/dp/B077DXV361?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077DXV361
682,Asus ROG MAXIMUS X HERO (WI-FI AC),$253.87 USD,Asus,ROG MAXIMUS X HERO (WI-FI AC),889349864111,889349864111.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/ROG-AC-Motherboard-Generation-Processors/dp/B075RJ944T?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJ944T
683,ASUS ROG MAXIMUS X HERO Wi-Fi,$253.87 USD,ASUS,90MB0W20-M0EAY0,4712900864113,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/ROG-AC-Motherboard-Generation-Processors/dp/B075RJ944T?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJ944T
687,ASUS ROG Maximus XI FORMULA,$440.14 USD,ASUS,90MB0XU0-M0EAY0,4718017131285,,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Asus-Maximus-Formula-LGA1151-Motherboard/dp/B07HM3FRBL?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HM3FRBL
688,ASUS ROG Maximus XI GENE,$429.38 USD,ASUS,90MB10E0-M0EAY0,4718017141437,,1151,Z390,False,Micro-ATX,DDR4,64 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07J66ZXH1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
689,ASUS ROG Maximus XI HERO,$256.2 USD,ASUS,90MB0XS0-M0EAY0,4718017127707,,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07HS4RL3Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
690,ASUS ROG Maximus XI HERO Wi-Fi,$290.14 USD,ASUS,90MB0XR0-M0EAY0,4718017124133,,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07HCXT591?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
700,ASUS ROG MAXIMUS Z690 EXTREME,$1077.18 USD,ASUS,90MB18H0-M0EAY0,4711081462743,195553462747.0,1700,Z690,True,E-ATX,DDR5,128 GB,4,6,0,0.0,0.0,1.0,True,False,https://www.amazon.ca/dp/B09K93XRJF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
702,ASUS ROG MAXIMUS Z690 FORMULA,$659.35 USD,ASUS,90MB18G0-M0EAY0,4711081483182,195553483186.0,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0.0,0.0,1.0,True,False,https://www.amazon.ca/dp/B09K8Z4XNR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
705,Asus ROG RAMPAGE V EDITION 10,$477.7 USD,Asus,ROG RAMPAGE V EDITION 10,889349413852,889349448502.0,2011-v3,X99,False,E-ATX,DDR4,128 GB,8,0,,,,,False,False,https://www.amazon.ca/LGA2011-Optimization-SafeSlot-Motherboard-10/dp/B01FN9QY52?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FN9QY52
709,ASUS ROG Rampage VI Extreme OMEGA,$843.01 USD,ASUS,90MB0ZJ0-M0EAY0,4718017225656,,2066,X299,True,E-ATX,DDR4,128 GB,8,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07MBJ6N9D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
712,Asus ROG STRIX B250G GAMING,$122.73 USD,Asus,ROG STRIX B250G GAMING,889349663806,889349663806.0,1151,B250,False,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/ROG-B250G-LGA1151-Micro-ATX-Motherboard/dp/B071XP8Y78?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071XP8Y78
713,Asus ROG STRIX B250I GAMING,$122.31 USD,Asus,ROG STRIX B250I GAMING,889349677087,889349677087.0,1151,B250,False,Mini-ITX,DDR4,32 GB,2,4,,,1.0,1.0,False,False,https://www.amazon.ca/ROG-Strix-B250I-Gaming-Motherboard/dp/B072BHBRTM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072BHBRTM
715,Asus ROG STRIX B350-I GAMING,$122.86 USD,Asus,ROG STRIX B350-I GAMING,889349747124,889349747124.0,AM4,B350,True,Mini-ITX,DDR4,32 GB,2,4,,,,,False,False,https://www.amazon.ca/dp/B071SGQP1Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
719,Asus ROG STRIX B360-H GAMING,$127.11 USD,Asus,ROG STRIX B360-H GAMING,889349975916,889349975916.0,1151,B360,False,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/LGA1151-Motherboard-Strix-B360-H-Gaming/dp/B07BPB158H?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BPB158H
721,Asus ROG STRIX B360-I GAMING,$130.08 USD,Asus,ROG STRIX B360-I GAMING,889349966082,889349966082.0,1151,B360,False,Mini-ITX,DDR4,32 GB,2,4,,,1.0,1.0,False,False,https://www.amazon.ca/LGA1151-Mini-ITX-Motherboard-B360-I-Gaming/dp/B07C95YKVT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C95YKVT
723,"ASUS ROG Strix B450-F Gaming, AMD B450",$126.93 USD,ASUS,90MB0YS0-M0EAY0,4718017080279,192876080276.0,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07FKTZC4M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
725,Asus ROG STRIX B450-I GAMING,$204.44 USD,Asus,ROG STRIX B450-I GAMING,192876080276,192876081112.0,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,,,,1.0,False,False,https://www.amazon.ca/dp/B07FKTSWNG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
726,"ASUS ROG Strix B450-I Gaming, AMD B450",$204.44 USD,ASUS,90MB0Z50-M0EAY0,4718017081115,,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07FKTSWNG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
749,Asus ROG STRIX H270F GAMING,$128.42 USD,Asus,ROG STRIX H270F GAMING,889349600061,889349600061.0,1151,H270,False,ATX,DDR4,64 GB,4,6,,1.0,1.0,1.0,False,False,https://www.amazon.ca/ROG-STRIX-H270F-GAMING-Motherboard/dp/B01N1PND67?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N1PND67
750,Asus ROG STRIX H270I GAMING,$36.14 USD,Asus,ROG STRIX H270I GAMING,889349677049,889349677049.0,1151,H270,False,Mini-ITX,DDR4,32 GB,2,4,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B071FD4Z1T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
752,Asus ROG STRIX H370-F GAMING,$108.8 USD,Asus,ROG STRIX H370-F GAMING,889349906071,889349906071.0,1151,H370,False,ATX,DDR4,64 GB,4,6,,1.0,1.0,1.0,False,False,https://www.amazon.ca/Strix-H370-F-Gaming-LGA1151-Motherboard/dp/B07CDMQ7YP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CDMQ7YP
757,ASUS ROG Strix X299-E Gaming,$316.51 USD,ASUS,90MB0U50-M0EAY0,4712900773095,889349773093.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B072MCN1FD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
759,Asus ROG STRIX X299-XE GAMING,$316.51 USD,Asus,ROG STRIX X299-XE GAMING,889349773093,,2066,X299,True,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/dp/B072MCN1FD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
761,Asus ROG STRIX X370-F GAMING,$194.39 USD,Asus,ROG STRIX X370-F GAMING,889349697108,889349697108.0,AM4,X370,True,ATX,DDR4,64 GB,4,8,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B071ZHCF41?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
764,Asus ROG STRIX X470-F GAMING,$180.94 USD,Asus,ROG STRIX X470-F GAMING,889349939789,889349939789.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/dp/B07C4PH429?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
768,"ASUS ROG Strix X570-F Gaming, AMD X570",$291.59 USD,ASUS,90MB1160-M0EAY0,4718017378956,192876378953.0,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07SXDR2LJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
774,Asus ROG STRIX X99 GAMING,$300.08 USD,Asus,ROG STRIX X99 GAMING,6950031422576,889349403327.0,2011-v3,X99,False,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/Optimization-ROG-STRIX-X99-GAMING/dp/B01F854U8E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F854U8E
775,Asus ROG STRIX Z270E GAMING,$248.64 USD,Asus,ROG STRIX Z270E GAMING,889349571972,889349571972.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1.0,1.0,1.0,False,False,https://www.amazon.ca/ROG-STRIX-Z270E-GAMING-Motherboard/dp/B01NGTJNSZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NGTJNSZ
