,Unnamed: 0.1,Unnamed: 0,Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
138,138,734,EVGA GeForce GTX 1070 SC Gaming ACX 3.0 Black Edition,$455.7 USD,EVGA,08G-P4-5173-KR,4250812415738,,266.7 mm,2.0,1,0,0,0,0,MPN,1784 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-GeForce-GAMING-Support-08G-P4-5173-KR/dp/B01KVZBNY0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KVZBNY0
139,139,735,EVGA GeForce GTX 1070 Ti FTW Ultra Silent,$504.69 USD,EVGA,08G-P4-6678-KR,4250812423498,,266.7 mm,3.0,2,0,0,0,0,MPN,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-Silent-Graphics-08G-P4-6678-KR/dp/B077Z6LFQ1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077Z6LFQ1
140,140,736,EVGA GeForce GTX 1070 Ti FTW2 Gaming iCX,$535.74 USD,EVGA,08G-P4-6775-KR,4250812423207,,266.7 mm,2.0,2,0,0,0,0,MPN,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-GAMING-GDDR5-Technology/dp/B076RT2ZVV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076RT2ZVV
141,141,737,EVGA GeForce GTX 1070 Ti Gaming,$516.79 USD,EVGA,08G-P4-5670-KR,4250812423238,,266.7 mm,2.0,1,0,0,0,0,MPN,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-Scanner-Graphics-08G-P4-5670-KR/dp/B076S558ZZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076S558ZZ
142,142,738,EVGA GeForce GTX 1070 Ti SC Gaming ACX 3.0 Black Edition,$528.92 USD,EVGA,08G-P4-5671-KR,4250812423245,,266.7 mm,2.0,1,0,0,0,0,MPN,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-BlackEdition-Scanner-Graphics/dp/B076S4RH6K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076S4RH6K
143,143,739,EVGA GeForce GTX 1070 Ti SC Hybrid,$520.55 USD,EVGA,08G-P4-5678-KR,4250812423269,,266.7 mm,2.0,1,0,0,0,0,MPN,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-Watercooling-Graphics-08G-P4-5678-KR/dp/B076X89CWV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076X89CWV
144,144,742,EVGA GeForce GTX 1080 FTW DT Gaming ACX 3.0,$515.01 USD,EVGA,08G-P4-6284-KR,4250812414182,,266.7 mm,2.0,2,0,0,0,0,MPN,1733 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6284-KR/dp/B01IA9HKGE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IA9HKGE
145,145,743,EVGA GeForce GTX 1080 FTW Gaming ACX 3.0,$500.93 USD,EVGA,08G-P4-6286-KR,4250812413987,,266.7 mm,2.0,2,0,0,0,0,MPN,1860 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6286-KR/dp/B01GAI64GO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GAI64GO
146,146,744,EVGA GeForce GTX 1080 FTW Hybrid Gaming,$567.19 USD,EVGA,08G-P4-6288-KR,4250812413932,,266.7 mm,2.0,2,0,0,0,0,MPN,1860 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-GeForce-Watercooling-Support-08G-P4-6288-KR/dp/B01LHYIFE0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LHYIFE0
147,147,745,EVGA GeForce GTX 1080 FTW2 Gaming iCX,$623.39 USD,EVGA,08G-P4-6686-KR,4250812417862,,266.7 mm,2.0,2,0,0,0,0,MPN,1860 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-Optimized-Baseplate-Backplate-08G-P4-6686-KR/dp/B06X3QRQJR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06X3QRQJR
148,148,746,EVGA GeForce GTX 1080 Gaming,$565.06 USD,EVGA,08G-P4-5180-KR,4250812414045,,267 mm,2.0,1,0,0,0,0,MPN,1733 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-5180-KR/dp/B01K1JW8CW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01K1JW8CW
149,149,748,EVGA GeForce GTX 1080 SC 2 Gaming iCX,$642.3 USD,EVGA,08G-P4-6583-KR,4250812417848,,266.7 mm,2.0,1,0,0,0,0,MPN,1847 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-Optimized-Baseplate-Backplate-08G-P4-6583-KR/dp/B06W51YRVT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06W51YRVT
150,150,749,EVGA GeForce GTX 1080 SC Gaming ACX 3.0,$583.41 USD,EVGA,08G-P4-6183-KR,4250812413994,,266.7 mm,2.0,1,0,0,0,0,MPN,1847 MHz,8 GB,5 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6183-KR/dp/B01GAI6478?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GAI6478
151,151,752,EVGA GeForce GTX 1080 Ti FTW3 Gaming iCX,$739.88 USD,EVGA,11G-P4-6696-KR,4250812419996,,299.72 mm,2.0,2,0,0,0,0,MPN,1683 MHz,11 GB,,250 W,https://www.amazon.ca/EVGA-GeForce-Gaming-GDDR5X-Technology/dp/B06Y15DWXR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y15DWXR
152,152,753,EVGA GeForce GTX 1080 Ti FTW3 Hybrid Gaming,$861.74 USD,EVGA,11G-P4-6698-KR,4250812420121,,288.8 mm,2.0,2,0,0,0,0,MPN,1683 MHz,11 GB,8 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-Hybrid-Gaming-Technology/dp/B074D7S8HR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074D7S8HR
153,153,756,EVGA GeForce GTX 1080 Ti SC Black Edition iCX,$810.45 USD,EVGA,11G-P4-6393-KR,4250812419651,,266.7 mm,2.0,1,1,0,0,0,MPN,1670 MHz,11 GB,,250 W,https://www.amazon.ca/EVGA-Optimized-Interlaced-Graphics-11G-P4-6393-KR/dp/B06Y11DFZ3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y11DFZ3
154,154,757,EVGA GeForce GTX 1080 Ti SC2 Gaming iCX,$813.86 USD,EVGA,11G-P4-6593-KR,4250812419637,,266.7 mm,2.0,1,1,0,0,0,MPN,1670 MHz,11 GB,,250 W,https://www.amazon.ca/EVGA-GeForce-GAMING-GDDR5X-Technology/dp/B06Y13N2B6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y13N2B6
155,155,758,EVGA GeForce GTX 1080 Ti SC2 Hybrid Gaming iCX,$768.05 USD,EVGA,11G-P4-6598-KR,4250812420145,,266.7 mm,2.0,1,1,0,0,0,MPN,1670 MHz,11 GB,8 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-HYBRID-GAMING-Technology/dp/B0713XX64Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0713XX64Y
156,156,762,EVGA GeForce GTX 1650 Super SC Ultra,$309.7 USD,EVGA,04G-P4-1357-KR,843368064723,,202.1 mm,2.0,0,1,1,1,1,MPN,1755 MHz,4 GB,12000 MHz,100 W,https://www.amazon.ca/dp/B081R425YH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
157,157,765,EVGA GeForce GTX 1660 Super SC Ultra,$270.16 USD,EVGA,06G-P4-1068-KR,843368064143,843368064143.0,202.1 mm,2.0,1,0,1,1,1,MPN,1830 MHz,6 GB,14000 MHz,125 W,https://www.amazon.ca/dp/B07ZHZL2JB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
158,158,768,EVGA GeForce GTX 1660 Ti XC Black Gaming,$285.97 USD,EVGA,06G-P4-1261-KR,4250812432247,843368060794.0,189.89 mm,3.0,1,0,1,1,1,MPN,1770 MHz,6 GB,12000 MHz,130 W,https://www.amazon.ca/dp/B07N9XNC1B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
159,159,769,EVGA GeForce GTX 1660 Ti XC Gaming,$336.85 USD,EVGA,06G-P4-1263-KR,4250812432230,843368060787.0,189.89 mm,3.0,1,0,1,1,1,MPN,1845 MHz,6 GB,12000 MHz,130 W,https://www.amazon.ca/dp/B07NBHXKK6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
160,160,770,EVGA GeForce GTX 1660 XC,$222.68 USD,EVGA,06G-P4-1163-KR,843368060848,843368060848.0,189.89 mm,3.0,1,0,1,1,1,MPN,1830 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07PHQHFCQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
161,161,771,EVGA GeForce GTX 1660 XC Black,$220.75 USD,EVGA,06G-P4-1161-KR,843368060855,843368060855.0,189.89 mm,3.0,1,0,1,1,1,MPN,1785 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07PGLLWRY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
162,162,772,EVGA GeForce GTX 1660 XC Ultra,$256.16 USD,EVGA,06G-P4-1167-KR,843368060824,843368060824.0,267.97 mm,2.0,1,0,1,1,1,MPN,1845 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07PGLJFYR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
163,163,775,EVGA GeForce RTX 2060 KO Gaming,$329.23 USD,EVGA,06G-P4-2066-KR,843368065492,,202.1 mm,,1,0,0,0,0,MPN,1680 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B083GH7LXW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
164,164,776,EVGA GeForce RTX 2060 KO Ultra Gaming,$331.42 USD,EVGA,06G-P4-2068-KR,843368065485,,202.1 mm,,1,0,0,0,0,MPN,1755 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B083GGYNQ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
165,165,780,EVGA GeForce RTX 2060 Super SC Ultra Gaming,$419.26 USD,EVGA,08G-P4-3067-KR,4250812434036,843368062798.0,269.83 mm,2.0,1,0,1,1,1,MPN,1680 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07VM9Q9R8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
166,166,781,EVGA GeForce RTX 2060 Super XC Gaming,$442.21 USD,EVGA,08G-P4-3162-KR,4250812434029,843368062781.0,269.83 mm,2.0,1,1,1,1,0,MPN,1695 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07TJKP9GH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
167,167,782,EVGA GeForce RTX 2060 Super XC Ultra Gaming,$478.23 USD,EVGA,08G-P4-3163-KR,4250812434012,843368062774.0,269.83 mm,2.75,1,1,1,1,0,MPN,1695 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07TLPWBJ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
168,168,783,EVGA GeForce RTX 2060 XC Black Gaming,$373.56 USD,EVGA,06G-P4-2061-KR,4250812431721,843368060237.0,172.72 mm,3.0,1,0,1,1,1,MPN,1680 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B07MJDBTD6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
169,169,784,EVGA GeForce RTX 2060 XC Gaming,$381.74 USD,EVGA,06G-P4-2063-KR,4250812431448,843368059934.0,172.72 mm,3.0,1,0,1,1,1,MPN,1755 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B07MJDBTD5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
170,170,786,EVGA GeForce RTX 2060 XC Ultra Gaming,$388.79 USD,EVGA,06G-P4-2167-KR,4250812431431,843368059927.0,269.2 mm,2.0,1,0,1,2,1,MPN,1830 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/EVGA-GeForce-Gaming-Graphics-06G-P4-2167-KR/dp/B07MC63K76?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MC63K76
171,171,787,EVGA GeForce RTX 2070 Black Edition,$488.87 USD,EVGA,08G-P4-1071-KR,4250812430557,843368058906.0,269.2 mm,2.0,1,0,1,2,1,MPN,1620 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/EVGA-RTX-2070-Black-08G-P4-1071-KR/dp/B07J9L4HC2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07J9L4HC2
172,172,788,EVGA GeForce RTX 2070 Super Black Gaming,$477.93 USD,EVGA,08G-P4-3071-KR,4250812434173,843368062934.0,269.83 mm,2.0,1,1,1,1,0,MPN,1770 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07V6SJLSG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
173,173,789,EVGA GeForce RTX 2070 Super FTW3 Ultra Gaming,$558.53 USD,EVGA,08G-P4-3277-KR,4250812434135,,301.925 mm,2.75,2,0,1,1,0,MPN,1815 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/EVGA-GeForce-Overclocked-Backplate-08G-P4-3277-KR/dp/B07WNS5L69?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07WNS5L69
174,174,790,EVGA GeForce RTX 2070 Super FTW3 Ultra+,$677.64 USD,EVGA,08G-P4-3377-KR,843368063986,,302 mm,2.75,2,0,1,3,0,MPN,1815 MHz,8 GB,15500 MHz,215 W,https://www.amazon.ca/dp/B07YMFYPR1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
175,175,791,EVGA GeForce RTX 2070 Super Gaming,$563.54 USD,EVGA,08G-P4-3070-KR,4250812434180,,265.63 mm,2.0,1,1,1,1,0,MPN,1770 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/EVGA-Corporation-Graphics-Card-08G-P4-3070-KR/dp/B07ZFWHR9R?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07ZFWHR9R
176,176,792,EVGA GeForce RTX 2070 Super KO Gaming,$553.79 USD,EVGA,08G-P4-2072-KR,843368065584,,269.83 mm,2.0,1,1,1,1,0,MPN,1770 MHz,8 GB,15500 MHz,215 W,https://www.amazon.ca/dp/B086NYVHW5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
177,177,793,EVGA GeForce RTX 2070 Super XC Gaming,$540.39 USD,EVGA,08G-P4-3172-KR,4250812434166,843368062927.0,269.83 mm,2.75,1,1,1,1,0,MPN,1800 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TQZCHYN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
178,178,795,EVGA GeForce RTX 2070 Super XC Ultra Gaming,$540.39 USD,EVGA,08G-P4-3173-KR,4250812434159,843368062910.0,269.83 mm,3.0,1,1,1,1,0,MPN,1800 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TQZCHYN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
179,179,796,EVGA GeForce RTX 2070 Super XC Ultra+,$601.33 USD,EVGA,08G-P4-3175-KR,843368063993,,269.83 mm,2.75,1,1,1,3,0,MPN,1800 MHz,8 GB,15500 MHz,215 W,https://www.amazon.ca/dp/B07YMPZCPT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
180,180,797,EVGA GeForce RTX 2070 XC,$546.4 USD,EVGA,08G-P4-2172-KR,4250812429841,843368058234.0,269.2 mm,2.0,1,0,1,3,0,MPN,1710 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/EVGA-RTX-2070-XC-08G-P4-2172-KR/dp/B07J63W42X?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07J63W42X
181,181,798,EVGA GeForce RTX 2070 XC Ultra,$572.31 USD,EVGA,08G-P4-2173-KR,4250812429834,843368058227.0,269.2 mm,3.0,1,0,1,3,0,MPN,1725 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/EVGA-RTX-2070-XC-08G-P4-2173-KR/dp/B07JB58VK6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07JB58VK6
182,182,799,EVGA GeForce RTX 2080 Super Black Gaming,$725.37 USD,EVGA,08G-P4-3081-KR,4250812434104,843368062866.0,269.83 mm,2.0,1,1,1,3,0,MPN,1815 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07VJPNG1M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
183,183,800,EVGA GeForce RTX 2080 Super FTW3 Hybrid,$830.55 USD,EVGA,08G-P4-3288-KR,4250812433992,,290.83 mm,2.0,2,0,1,3,0,MPN,1845 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-08G-P4-3288-KR-Technology-Backplate/dp/B07VKHNFCX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VKHNFCX
184,184,802,EVGA GeForce RTX 2080 Super FTW3 Ultra Gaming,$785.57 USD,EVGA,08G-P4-3287-KR,4250812434043,843368062804.0,301.925 mm,2.75,2,0,1,3,0,MPN,1845 MHz,8 GB,15000 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-08G-P4-3287-KR-Technology-Backplate/dp/B07VHSJ4GV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VHSJ4GV
185,185,803,EVGA GeForce RTX 2080 Super KO Gaming,$732.46 USD,EVGA,08G-P4-2083-KR,843368065676,,269.83 mm,2.0,1,1,1,3,0,MPN,1815 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B086P4DDQ1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
186,186,804,EVGA GeForce RTX 2080 Super XC Gaming,$754.38 USD,EVGA,08G-P4-3182-KR,4250812434098,843368062859.0,269.83 mm,2.0,1,1,0,3,0,MPN,1830 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07VHSJ4GT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
187,187,805,EVGA GeForce RTX 2080 Super XC Hybrid Gaming,$825.47 USD,EVGA,08G-P4-3188-KR,4250812434005,,265.63 mm,2.0,1,1,1,3,0,MPN,1830 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-Hybrid-08G-P4-3188-KR-Backplate/dp/B07VPFPWVN?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VPFPWVN
188,188,806,EVGA GeForce RTX 2080 Super XC Ultra Gaming,$810.56 USD,EVGA,08G-P4-3183-KR,4250812434081,843368062842.0,269.83 mm,2.75,1,1,1,3,0,MPN,1845 MHz,8 GB,15000 MHz,250 W,https://www.amazon.ca/dp/B07VCH31N9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
189,189,808,EVGA GeForce RTX 2080 Ti Black Edition Gaming,$1182.35 USD,EVGA,11G-P4-2281-KR,4250812430861,,269.2 mm,2.0,2,0,1,3,0,MPN,1545 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07KSPW8HQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
190,190,811,EVGA GeForce RTX 2080 Ti FTW3 Ultra Gaming iCX,$1419.55 USD,EVGA,11G-P4-2487-KR,4250812429711,843368058104.0,301.93 mm,3.0,2,0,1,3,0,MPN,1755 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07KVKRLG2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
191,191,813,EVGA GeForce RTX 2080 Ti K|NGP|N Gaming,$1818.51 USD,EVGA,11G-P4-2589-KR,4250812429773,,266.7 mm,2.0,3,0,1,3,0,MPN,1770 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-Technology-Backplate-11G-P4-2589-KR/dp/B07RZ95J1B?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07RZ95J1B
192,192,814,EVGA GeForce RTX 2080 Ti XC,$1236.76 USD,EVGA,11G-P4-2382-KR,4250812429551,843368057930.0,269.2 mm,2.5,2,0,1,3,0,MPN,1635 MHz,11 GB,14000 MHz,285 W,https://www.amazon.ca/EVGA-GeForce-Gaming-Graphics-11G-P4-2382-KR/dp/B07GHXJW5W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GHXJW5W
193,193,817,EVGA GeForce RTX 2080 Ti XC Ultra,$1310.75 USD,EVGA,11G-P4-2383-KR,4250812429544,843368057923.0,269.2 mm,2.5,2,0,1,3,0,MPN,1650 MHz,11 GB,14000 MHz,285 W,https://www.amazon.ca/dp/B07GHW9VJZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
194,194,819,EVGA GeForce RTX 2080 XC,$781.86 USD,EVGA,08G-P4-2182-KR,4250812429568,843368057947.0,269.2 mm,5.0,1,1,1,3,0,MPN,MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/EVGA-GeForce-Gaming-Graphics-08G-P4-2182-KR/dp/B07GHVWMBS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GHVWMBS
195,195,820,EVGA GeForce RTX 2080 XC Ultra,$826.11 USD,EVGA,08G-P4-2183-KR,4250812429575,843368057954.0,269.2 mm,5.0,1,0,1,3,0,MPN,MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/dp/B07GHVK4KN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
196,196,828,EVGA GT 740 Superclocked,$136.65 USD,EVGA,01G-P4-2753-KR,809394263431,,152 mm,2.0,0,0,1,0,1,MPN,1253 MHz,2 GB,5012 MHz,64 W,https://www.amazon.ca/EVGA-Superclocked-Dual-Link-Graphics-01G-P4-2753-KR/dp/B00IDG3LUO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00IDG3LUO
197,197,862,Gigabyte Aorus GeForce GTX 1660 Ti 6G,$332.16 USD,Gigabyte,GV-N166TAORUS-6GD,4719331304539,889523016800.0,280 mm,,1,0,1,1,0,0,1890 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/GIGABYTE-GeForce-Graphics-Windforce-Gv-N166TAORUS-6GD/dp/B07PPD48VR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07PPD48VR
198,198,863,Gigabyte Aorus GeForce RTX 2060 Super,$435.22 USD,Gigabyte,GV-N206SAORUS-8GC,4719331304935,,290 mm,3.0,1,1,1,1,0,0,1845 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/GIGABYTE-GeForce-Graphics-WINDFORCE-GV-N206SAORUS-8GC/dp/B07TT8R3ND?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07TT8R3ND
199,199,864,Gigabyte Aorus GeForce RTX 2060 Xtreme 6G,$407.63 USD,Gigabyte,GV-N2060AORUS X-6GC,4719331304348,,290 mm,2.0,1,1,1,3,0,0,1845 MHz,6 GB,14000 MHz,190 W,https://www.amazon.ca/Gigabyte-GeForce-Graphic-GV-N2060AORUS-X-6GC/dp/B07MBKW4QF?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MBKW4QF
200,200,865,Gigabyte Aorus GeForce RTX 2070 Super,$599.0 USD,Gigabyte,GV-N207SAORUS-8GC,4719331305192,889523018637.0,290 mm,3.0,2,0,1,1,0,0,1905 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TV9BVVV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
201,201,867,Gigabyte Aorus GeForce RTX 2080 Super,$817.8 USD,Gigabyte,GV-N208SAORUS-8GC,4719331304980,889523018583.0,290 mm,,2,0,0,0,0,0,1860 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07TZV17JY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
202,202,868,Gigabyte Aorus GeForce RTX 2080 Super Waterforce,$879.82 USD,Gigabyte,GV-N208SAORUS W-8GC,4719331305352,,290 mm,2.0,2,0,3,3,0,0,1860 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/Gigabyte-WATERFORCE-Windforce-Gv-N208SAORUS-W-8GC/dp/B07VRLC6X6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VRLC6X6
