,Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
414,Cooler Master MasterBox MB530P Midi-Tower - black,$122.57 USD,Cooler Master,MCB-B530P-KHNN-S01,4719512074640,884102047138.0,229 mm,469 mm,489 mm,ATX,ATX,410 mm,165 mm,0/0,4/6,0/4,0/0,0.0,0,0.0,0.0,0.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07G5M7P4C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
417,Cooler Master MasterBox Midi-Tower MB600L w/ODD - red,$78.2 USD,Cooler Master,MCB-B600L-KA5N-S00,4719512064498,,212 mm,464 mm,454 mm,ATX,ATX,400 mm,160 mm,0/0,1/3,0/2,0/0,1.0,0,0.0,1.0,0.0,1,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B076BXJ76J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
418,Cooler Master MasterBox Pro 5 RGB Midi-Tower - black Window,$72.53 USD,Cooler Master,MCY-B5P2-KWGN-01,4719512063941,,223 mm,500 mm,475 mm,E-ATX,ATX,410 mm,167 mm,0/0,3/4,0/2,0/0,1.0,0,1.0,1.0,1.0,5,2,0,,black,True,True,True,False,https://www.amazon.ca/Cooler-Master-MasterBox-Mid-Tower-DarkMirror/dp/B075N132C7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075N132C7
419,"Cooler Master MasterBox Q300L Mini, black",$50.77 USD,Cooler Master,MCB-Q300L-KANN-S00,4719512065488,884102038006.0,230 mm,378 mm,387 mm,Micro-ATX,ATX,360 mm,157 mm,0/0,1/5,0/2,0/0,1.0,0,1.0,0.0,0.0,2,1,0,,black,True,True,True,False,https://www.amazon.ca/dp/B0785GRMPG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
420,Cooler Master MasterBox Q300P Midi-Tower - black Window,$72.53 USD,Cooler Master,MCB-Q300P-KANN-S02,4719512065518,884102038037.0,230 mm,450 mm,450 mm,Micro-ATX,ATX,360 mm,157 mm,0/0,3/6,0/2,0/0,,,,,,3,1,0,,black,True,False,True,False,https://www.amazon.ca/dp/B077XM396G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
421,"Cooler Master MasterCase H500M Midi-Tower, Tempered Glass - black",$239.37 USD,Cooler Master,MCM-H500M-IHNN-S00,4719512072165,884102044663.0,248 mm,546 mm,544 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/7,0/6,2/4,3.0,3,2.0,2.0,2.0,6,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07DF2SP3X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
422,Cooler Master MasterCase H500P Mesh Midi-Tower - white,$123.31 USD,Cooler Master,MCM-H500P-WGNN-S00,4719512068526,,242 mm,544 mm,542 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/7,1/7,2/4,0.0,1,0.0,2.0,2.0,4,2,0,,white,True,False,True,False,https://www.amazon.ca/Cooler-Master-MCM-H500P-WGNN-S00-White-Mid-Tower/dp/B01MDS8L83?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MDS8L83
426,Cooler Master MasterCase MC500 TG Midi-Tower - black,$108.8 USD,Cooler Master,MCM-M500-KG5N-S00,4719512065532,884102038051.0,235 mm,512 mm,548 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/6,2/6,0/0,0.0,1,0.0,1.0,1.0,4,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07B5PBFG2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
427,Cooler Master MasterCase MC500M TG Midi-Tower - black,$170.93 USD,Cooler Master,MCM-M500M-KG5N-S00,4719512065563,884102038082.0,235 mm,528.6 mm,548 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/6,2/6,0/0,0.0,1,0.0,1.0,1.0,1,4,0,,black,True,True,True,False,https://www.amazon.ca/MasterCase-Mid-Tower-Freeform-Modular-Tempered/dp/B078G9QNMP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078G9QNMP
428,Cooler Master MasterCase MC500MT TG Midi-Tower - black,$217.07 USD,Cooler Master,MCM-M500T-RH5N-S00,4719512065570,884102038099.0,235 mm,528.6 mm,548 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/6,2/6,0/0,0.0,1,0.0,1.0,1.0,1,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B078BC3F22?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
429,Cooler Master MasterCase MC500P TG Midi-Tower - black,$137.07 USD,Cooler Master,MCM-M500P-KG5N-S00,4719512065549,884102038068.0,235 mm,512 mm,548 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/6,3/6,0/0,0.0,1,0.0,1.0,1.0,4,4,0,,black,True,True,True,False,https://www.amazon.ca/Cooler-Master-MasterCase-Ventilation-Management/dp/B078G9QNMM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078G9QNMM
430,Cooler Master MasterCase MC600P TG Midi-Tower - black,$139.97 USD,Cooler Master,MCM-M600P-KG5N-S00,4719512065556,884102038075.0,235 mm,548 mm,544 mm,E-ATX,ATX,412 mm,190 mm,0/0,0/6,3/6,0/0,0.0,1,0.0,1.0,1.0,4,4,0,,black,True,True,True,False,https://www.amazon.ca/Cooler-Master-MCM-M600P-KG5N-S00-MC600P-ATX-Mid/dp/B078BXS675?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078BXS675
432,Cooler Master MasterCase Pro 5 Midi-Tower - black Window,$87.04 USD,Cooler Master,MCY-005P-KWN00,4719512048344,,235 mm,512 mm,548 mm,ATX,ATX,412 mm,190 mm,0/0,0/6,3/5,0/0,,,,,,7,5,0,,black,True,True,True,False,https://www.amazon.ca/MasterCase-Mid-Tower-Computer-Watercooling-MCY-005P-KWN00/dp/B013AY4V4S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B013AY4V4S
434,"Cooler Master MasterCase SL600M Midi-Tower, Tempered Glass - silver",$199.25 USD,Cooler Master,MCM-SL600M-SGNN-S00,4719512075135,,242 mm,544 mm,573 mm,E-ATX,ATX,318 mm,191 mm,0/0,0/6,0/4,2/4,0.0,0,0.0,0.0,2.0,4,0,0,,black silver,True,False,True,False,https://www.amazon.ca/dp/B07JQJBV33?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
435,Cooler Master N200 NSE-200-KKN1 Midi-Tower - black,$47.14 USD,Cooler Master,NSE-200-KKN1,4719512042687,884102021862.0,202 mm,445 mm,378 mm,Micro-ATX,ATX,355 mm,160 mm,0/0,2/5,0/1,0/0,1.0,0,1.0,0.0,0.0,4,2,0,,black,False,True,True,False,https://www.amazon.ca/dp/B00CUZP0SU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
442,Cooler Master Silencio S400 Steel Silent Mini-Tower - black,$93.56 USD,Cooler Master,MCS-S400-KN5N-S00,4719512087381,,210 mm,418 mm,408 mm,Micro-ATX,ATX,319 mm,167 mm,0/0,2/5,0/4,0/0,1.0,0,1.0,1.0,0.0,4,4,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07STP8MYP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
444,Cooler Master Silencio S600 Steel Silent Midi-Tower - black,$115.32 USD,Cooler Master,MCS-S600-KN5N-S00,4719512087398,884102059841.0,209 mm,478 mm,470.5 mm,ATX,ATX,398 mm,167 mm,0/0,2/5,0/4,0/0,1.0,0,1.0,1.0,0.0,5,4,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07SWXBZLN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
445,Cooler Master Silencio SIL-352M-KKN1 Micro-ATX - black,$74.98 USD,Cooler Master,SIL-352M-KKN1,4719512045275,,200 mm,453 mm,378 mm,Micro-ATX,ATX,355 mm,155 mm,0/0,2/4,0/0,0/0,1.0,0,1.0,0.0,0.0,4,2,0,,black,False,True,True,True,https://www.amazon.ca/Cooler-Master-Silencio-352-SIL-352M-KKN1/dp/B00OWAZUB8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00OWAZUB8
446,Corsair 4000D Tempered Glass Midi-Tower - black Window,$87.04 USD,Corsair,CC-9011198-WW,840006621867,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08C7L77XT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
447,Corsair 4000D Tempered Glass Midi-Tower - white Window,$87.04 USD,Corsair,CC-9011199-WW,840006621881,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08C7CJ8XZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
448,"Corsair 5000D Midi-Tower, Tempered Glass - black",$152.32 USD,Corsair,CC-9011208-WW,840006627432,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,2/10,0/4,0/0,1.0,0,0.0,0.0,3.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08M49W6NX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
449,"Corsair 5000D Midi-Tower, Tempered Glass - white",$152.32 USD,Corsair,CC-9011209-WW,840006627456,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,2/10,0/4,0/0,1.0,0,0.0,0.0,3.0,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08M49BT3B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
450,Corsair Carbide 110Q Midi-Tower - black,$76.16 USD,Corsair,CC-9011184-WW,840006614883,,210 mm,418 mm,480 mm,ATX,ATX,330 mm,160 mm,0/0,0/4,0/2,0/0,1.0,0,0.0,1.0,0.0,2,0,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07X3Y1BX7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
452,Corsair Carbide 275R Airflow Midi-Tower - black Window,$72.53 USD,Corsair,CC-9011181-WW,840006610793,,216 mm,455 mm,457 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1.0,0,1.0,0.0,1.0,4,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07VNB23RZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
454,Corsair Carbide 88R Micro-ATX - black,$54.4 USD,Corsair,CC-9011086-WW,843591068628,843591068628.0,198 mm,448 mm,378 mm,Micro-ATX,ATX,383 mm,150 mm,0/0,1/5,0/0,0/0,1.0,0,1.0,0.0,0.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01550Y9GA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
455,Corsair Carbide Air 740 ATX Cube - black,$137.81 USD,Corsair,CC-9011096-WW,843591088497,843591088497.0,340 mm,426 mm,510 mm,E-ATX,ATX,330 mm,170 mm,0/0,0/8,3/7,0/0,1.0,1,1.0,1.0,1.0,4,3,0,,black,True,True,True,False,https://www.amazon.ca/CORSAIR-CARBIDE-Cube-Case-High-Airflow/dp/B01LHFLPB4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LHFLPB4
458,Corsair Carbide SPEC-04 Midi-Tower - black/yellow,$50.77 USD,Corsair,CC-9011108-WW,843591096881,843591096881.0,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/2,0/0,1.0,1,0.0,0.0,0.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/CORSAIR-CARBIDE-SPEC-04-Mid-Tower-Gaming/dp/B06XSLJPNQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XSLJPNQ
459,Corsair Carbide SPEC-04 Midi-Tower - black/grey,$47.14 USD,Corsair,CC-9011109-WW,843591096904,843591096904.0,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/2,0/0,1.0,1,0.0,0.0,0.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/CORSAIR-CARBIDE-SPEC-04-Mid-Tower-Gaming/dp/B06XTPNCMM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XTPNCMM
460,Corsair Carbide SPEC-04 Midi-Tower - black/red,$36.26 USD,Corsair,CC-9011107-WW,843591096867,843591096867.0,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/2,0/0,1.0,1,0.0,0.0,0.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B06XS364S8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
461,"Corsair Carbide SPEC-04 Midi-Tower, Tempered Glass - black/red",$55.05 USD,Corsair,CC-9011117-WW,843591032308,843591032308.0,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/1,0/0,2.0,1,0.0,0.0,0.0,2,3,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B074VN8HNM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
462,Corsair Carbide SPEC-05 Midi-Tower - black/red,$50.77 USD,Corsair,CC-9011138-WW,843591065368,,199 mm,483 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/6,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07BH23K53?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
463,"Corsair Carbide SPEC-06 RGB, Tempered Glass Midi-Tower - black",$94.29 USD,Corsair,CC-9011146-WW,843591076425,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1.0,0,1.0,0.0,1.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07DHLGZW2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
464,"Corsair Carbide SPEC-06 RGB, Tempered Glass Midi-Tower - white",$94.29 USD,Corsair,CC-9011147-WW,843591076449,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1.0,0,1.0,0.0,1.0,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07DHQ15LG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
465,"Corsair Carbide SPEC-06, Tempered Glass Midi-Tower - black",$87.04 USD,Corsair,CC-9011144-WW,843591076388,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1.0,0,1.0,0.0,1.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07DHTHMSQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
466,"Corsair Carbide SPEC-06, Tempered Glass Midi-Tower - white",$87.04 USD,Corsair,CC-9011145-WW,843591076401,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1.0,0,1.0,0.0,1.0,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07DHNPL3N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
467,Corsair Crystal 280X Midi-Tower - black,$105.7 USD,Corsair,CC-9011134-WW,843591065177,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,1/8,0/8,0/0,0.0,0,3.0,3.0,0.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07CJTHWTK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
468,Corsair Crystal 280X Midi-Tower - white,$106.72 USD,Corsair,CC-9011136-WW,843591065214,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,1/8,0/8,0/0,0.0,0,3.0,3.0,0.0,3,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07CL9WFWC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
469,Corsair Crystal 280X RGB Midi-Tower - black,$130.56 USD,Corsair,CC-9011135-WW,843591065191,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,2/8,0/8,0/0,0.0,0,3.0,3.0,0.0,3,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07CL9TCLN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
470,Corsair Crystal 280X RGB Midi-Tower - white,$177.71 USD,Corsair,CC-9011137-WW,843591065238,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,2/8,0/8,0/0,0.0,0,3.0,3.0,0.0,3,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07CJTKDZQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
471,Corsair Crystal 465X RGB Midi-Tower - black Window,$142.63 USD,Corsair,CC-9011188-WW,840006617723,,216 mm,467 mm,455 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1.0,0,1.0,0.0,1.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07W6RCKWF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
472,Corsair Crystal 465X RGB Midi-Tower - white Window,$162.47 USD,Corsair,CC-9011189-WW,840006617747,,216 mm,467 mm,455 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1.0,0,1.0,1.0,1.0,4,2,0,,grey black,True,True,True,False,https://www.amazon.ca/dp/B07WLNSSBW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
475,Corsair Graphite 760T V2 Big-Tower - black Window,$169.27 USD,Corsair,CC-9011073-WW,843591055697,843591055697.0,246 mm,564 mm,568 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/7,3/6,0/0,2.0,1,2.0,2.0,1.0,10,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B00P7TPYDM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
476,Corsair Graphite 760T V2 Big-Tower - black/white Window,$179.02 USD,Corsair,CC-9011074-WW,843591055703,843591055703.0,246 mm,564 mm,568 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/7,3/6,0/0,2.0,1,2.0,2.0,1.0,10,6,0,,black-and-white,True,True,True,False,https://www.amazon.ca/dp/B00P7TPYI2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
477,Corsair Graphite 780T Big-Tower - black,$169.11 USD,Corsair,CC-9011063-WW,843591049870,843591049870.0,288 mm,637 mm,602 mm,E-ATX,ATX,355 mm,200 mm,0/0,0/9,3/5,0/0,1.0,1,3.0,2.0,2.0,9,6,0,,black,True,False,True,False,https://www.amazon.ca/Corsair-Graphite-780T-Full-Tower/dp/B00LA6POK4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00LA6POK4
480,Corsair iCUE 4000X RGB Tempered Glass Midi-Tower - black Window,$116.05 USD,Corsair,CC-9011204-WW,840006626633,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,3/6,0/4,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08C788312?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
481,Corsair iCUE 4000X RGB Tempered Glass Midi-Tower - white Window,$134.19 USD,Corsair,CC-9011205-WW,840006626657,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,3/6,0/4,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08C76W2WM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
482,"Corsair iCUE 5000T Midi-Tower, RGB, Tempered Glass - black",$311.9 USD,Corsair,CC-9011230-WW,840006645160,,251 mm,530 mm,560 mm,E-ATX,ATX,400 mm,170 mm,0/0,3/7,0/2,0/0,1.0,0,0.0,0.0,3.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B09K1YNJTR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
483,"Corsair iCUE 5000T Midi-Tower, RGB, Tempered Glass - white",$311.9 USD,Corsair,CC-9011231-WW,840006645184,,251 mm,530 mm,560 mm,E-ATX,ATX,400 mm,170 mm,0/0,3/7,0/2,0/0,1.0,0,0.0,0.0,3.0,4,2,0,,"grey, black, white",True,True,True,False,https://www.amazon.ca/dp/B09K21MXM8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
484,"Corsair iCUE 5000X RGB Midi-Tower, Tempered Glass - black",$170.46 USD,Corsair,CC-9011212-WW,840006627517,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,3/10,0/4,0/0,1.0,0,0.0,0.0,3.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08M4B2KQ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
485,"Corsair iCUE 5000X RGB Midi-Tower, Tempered Glass - white",$221.23 USD,Corsair,CC-9011213-WW,840006627531,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,3/10,0/4,0/0,1.0,0,0.0,0.0,3.0,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B0BFDNRT8F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
486,"Corsair Obsidian 1000D Big-Tower, Tempered Glass - black",$597.93 USD,Corsair,CC-9011148-WW,843591076807,,307 mm,693 mm,697 mm,E-ATX,ATX,400 mm,180 mm,0/0,0/10,0/3,0/0,0.0,0,1.0,0.0,0.0,6,5,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07BQG4TM3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
488,"Corsair Obsidian 500D Premium Midi-Tower, Tempered Glass - black Window",$137.81 USD,Corsair,CC-9011116-WW,843591032278,,233 mm,502 mm,508 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B074T6691B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
489,Corsair Obsidian 500D RGB Special Ed Midi-Tower - black Window,$228.49 USD,Corsair,CC-9011139-WW,843591065399,,237 mm,500 mm,507 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/4,0/0,1.0,0,0.0,1.0,1.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07C46L1D8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
490,Corsair Obsidian 750D Airflow Ed Big-Tower - black Window,$152.32 USD,Corsair,CC-9011078-WW,843591057622,843591057622.0,235 mm,546 mm,560 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/8,3/5,0/0,2.0,2,2.0,2.0,1.0,10,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B00YJJBFIO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
491,Corsair Obsidian 750D Big-Tower - black Window,$145.07 USD,Corsair,CC-9011035-WW,843591043786,,235 mm,546 mm,560 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/8,3/5,0/0,2.0,2,2.0,2.0,1.0,10,6,0,,black,True,True,True,False,https://www.amazon.ca/Corsair-Obsidian-750D-Performance-Tower/dp/B00EB6O4N8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00EB6O4N8
505,Cougar QBX Mini-ITX - black Mesh Window,$54.4 USD,Cougar,108M020.0002,4715302445973,871520008643.0,178 mm,368 mm,260 mm,Mini-ITX,ATX,350 mm,105 mm,0/1,0/5,0/0,0/0,,,,,,3,1,0,,black,False,True,False,False,https://www.amazon.ca/dp/B00ZV5YKY6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
511,Crystal Series 460X RGB Compact ATX Mid-Tower,$130.56 USD,Corsair,CC-9011101-WW,843591093590,843591093590.0,220 mm,464 mm,440 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,3,2,0,,black,False,False,False,False,https://www.amazon.ca/dp/B01LA2LB7W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
512,Crystal Series 460X RGB Compact ATX Mid-Tower — White,$116.05 USD,Corsair,CC-9011129-WW,843591064231,843591064231.0,220 mm,464 mm,440 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,3,2,0,,white,False,False,False,False,https://www.amazon.ca/CORSAIR-Crystal-Compact-Mid-Tower-Tempered/dp/B077GJRJ19?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077GJRJ19
513,Crystal Series 570X RGB ATX Mid-Tower,$130.56 USD,Corsair,CC-9011098-WW,843591091657,843591091657.0,234 mm,512 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,2,2,0,,black,False,False,False,False,https://www.amazon.ca/dp/B01LE0ZKR2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
514,Crystal Series 570X RGB ATX Mid-Tower — Red,$165.75 USD,Corsair,CC-9011111-WW,843591097284,843591097284.0,234 mm,512 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,2,2,0,,red,False,False,False,False,https://www.amazon.ca/dp/B073D2C17W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
515,Crystal Series 570X RGB ATX Mid-Tower — White,$201.76 USD,Corsair,CC-9011110-WW,843591097260,843591097260.0,234 mm,512 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,2,2,0,,white,False,False,False,False,https://www.amazon.ca/dp/B073D1XJ55?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
523,Fractal Design Core 1100 Micro-ATX - black,$36.26 USD,Fractal Design,FD-CA-CORE-1100-BL,7350041081913,817301011914.0,175 mm,410 mm,358 mm,Micro-ATX,ATX,350 mm,148 mm,0/0,1/6,0/2,0/0,0.0,0,0.0,0.0,0.0,4,3,0,,black,False,True,False,False,https://www.amazon.ca/dp/B00NPIL6GQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
527,Fractal Design Core 500 Mini-ITX - black,$95.87 USD,Fractal Design,FD-CA-CORE-500-BK,7350041082644,817301012645.0,250 mm,367 mm,203 mm,Mini-ITX,ATX,310 mm,170 mm,0/0,0/3,1/3,0/0,0.0,0,1.0,1.0,0.0,3,3,0,,black,False,True,False,False,https://www.amazon.ca/dp/B011WB7WXI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
